Ensembl.Gene.ID	Enhancer.grp	AE_nth	Enhancer_activity.CD14..SRR830946	Enhancer_activity.CD14..SRR830951	Enhancer_activity.CD14..SRR830953	Enhancer_activity.CD19..SRR1609979	Enhancer_activity.CD19..SRR1609980	Enhancer_activity.CD19..SRR1609981	Enhancer_activity.CD8..SRR644512	Enhancer_activity.CD8..SRR644514	Enhancer_activity.CD8..SRR1743975	Enhancer_activity.Fetal_heart.SRR643778	Enhancer_activity.Fetal_heart.SRR643779	Enhancer_activity.Fetal_heart.SRR1663123	Enhancer_activity.Fetal_kidney.SRR643749	Enhancer_activity.Fetal_kidney.SRR643750	Enhancer_activity.Fetal_kidney.SRR643751	Enhancer_activity.Fetal_stomach.SRR980482	Enhancer_activity.Fetal_stomach.SRR980467	Enhancer_activity.Fetal_stomach.SRR980450	Enhancer_activity.GM10847.SRR998171	Enhancer_activity.GM10847.SRR038446	Enhancer_activity.GM10847.SRR038447	Enhancer_activity.GM12878.SRR038448	Enhancer_activity.GM12878.SRR038449	Enhancer_activity.GM12878.SRR307002	Enhancer_activity.GM12891.SRR998239	Enhancer_activity.GM12891.SRR998240	Enhancer_activity.GM12891.SRR038450	Enhancer_activity.GM12892.SRR998261	Enhancer_activity.GM12892.SRR998262	Enhancer_activity.GM12892.SRR038451	Enhancer_activity.GM18505.SRR998294	Enhancer_activity.GM18505.SRR038453	Enhancer_activity.GM18505.SRR038454	Enhancer_activity.GM18526.SRR998311	Enhancer_activity.GM18526.SRR038455	Enhancer_activity.GM18526.SRR038456	Enhancer_activity.GM19099.SRR998345	Enhancer_activity.GM19099.SRR998346	Enhancer_activity.GM19099.SRR038458	Enhancer_activity.GM19193.SRR998362	Enhancer_activity.GM19193.SRR998363	Enhancer_activity.GM19193.SRR038459	Enhancer_activity.H1.SRR574820	Enhancer_activity.H1.SRR574821	Enhancer_activity.H1.SRR020287	Enhancer_activity.H9.SRR3573989	Enhancer_activity.H9.SRR3573990	Enhancer_activity.H9.SRR067368	Enhancer_activity.HEK293T.SRR960409	Enhancer_activity.HEK293T.SRR023853	Enhancer_activity.HEK293T.SRR023854	Enhancer_activity.HeLa.S3.SRR891241	Enhancer_activity.HeLa.S3.SRR036660	Enhancer_activity.HeLa.S3.SRR036661	Enhancer_activity.K562.SRR2921247	Enhancer_activity.K562.SRR2921248	Enhancer_activity.K562.SRR090233	Enhancer_activity.LHCN.M2.SRR3181980	Enhancer_activity.LHCN.M2.SRR3181981	Enhancer_activity.LHCN.M2.SRR3181982	Enhancer_activity.LNCaP.SRR653217	Enhancer_activity.LNCaP.SRR1169709	Enhancer_activity.LNCaP.SRR1169710	Enhancer_activity.MCF10A.SRR2924724	Enhancer_activity.MCF10A.SRR2924725	Enhancer_activity.MCF10A.SRR2924726	Enhancer_activity.Melanocyte.SRR2146046	Enhancer_activity.Melanocyte.SRR2146047	Enhancer_activity.Melanocyte.SRR2146048	Enhancer_activity.Pancreatic_islet.SRR1027728	Enhancer_activity.Pancreatic_islet.SRR1027733	Enhancer_activity.Pancreatic_islet.SRR1027738	Enhancer_activity.SGBS_adipocyte.SRR1552539	Enhancer_activity.SGBS_adipocyte.SRR1552540	Enhancer_activity.SGBS_adipocyte.SRR1552541	Enhancer_activity.Spleen.SRR577599	Enhancer_activity.Spleen.SRR1045578	Enhancer_activity.Spleen.SRR1045614	Enhancer_activity.ZR75.30.SRR2126497	Enhancer_activity.ZR75.30.SRR3090767	Enhancer_activity.ZR75.30.SRR3090769	Enhancer_activity.melanoma.SRR1556217	Enhancer_activity.melanoma.SRR1556218	Enhancer_activity.melanoma.SRR1556219	AS_type.CD14..SRR830946	AS_type.CD14..SRR830951	AS_type.CD14..SRR830953	AS_type.CD19..SRR1609979	AS_type.CD19..SRR1609980	AS_type.CD19..SRR1609981	AS_type.CD8..SRR644512	AS_type.CD8..SRR644514	AS_type.CD8..SRR1743975	AS_type.Fetal_heart.SRR643778	AS_type.Fetal_heart.SRR643779	AS_type.Fetal_heart.SRR1663123	AS_type.Fetal_kidney.SRR643749	AS_type.Fetal_kidney.SRR643750	AS_type.Fetal_kidney.SRR643751	AS_type.Fetal_stomach.SRR980482	AS_type.Fetal_stomach.SRR980467	AS_type.Fetal_stomach.SRR980450	AS_type.GM10847.SRR998171	AS_type.GM10847.SRR038446	AS_type.GM10847.SRR038447	AS_type.GM12878.SRR038448	AS_type.GM12878.SRR038449	AS_type.GM12878.SRR307002	AS_type.GM12891.SRR998239	AS_type.GM12891.SRR998240	AS_type.GM12891.SRR038450	AS_type.GM12892.SRR998261	AS_type.GM12892.SRR998262	AS_type.GM12892.SRR038451	AS_type.GM18505.SRR998294	AS_type.GM18505.SRR038453	AS_type.GM18505.SRR038454	AS_type.GM18526.SRR998311	AS_type.GM18526.SRR038455	AS_type.GM18526.SRR038456	AS_type.GM19099.SRR998345	AS_type.GM19099.SRR998346	AS_type.GM19099.SRR038458	AS_type.GM19193.SRR998362	AS_type.GM19193.SRR998363	AS_type.GM19193.SRR038459	AS_type.H1.SRR574820	AS_type.H1.SRR574821	AS_type.H1.SRR020287	AS_type.H9.SRR3573989	AS_type.H9.SRR3573990	AS_type.H9.SRR067368	AS_type.HEK293T.SRR960409	AS_type.HEK293T.SRR023853	AS_type.HEK293T.SRR023854	AS_type.HeLa.S3.SRR891241	AS_type.HeLa.S3.SRR036660	AS_type.HeLa.S3.SRR036661	AS_type.K562.SRR2921247	AS_type.K562.SRR2921248	AS_type.K562.SRR090233	AS_type.LHCN.M2.SRR3181980	AS_type.LHCN.M2.SRR3181981	AS_type.LHCN.M2.SRR3181982	AS_type.LNCaP.SRR653217	AS_type.LNCaP.SRR1169709	AS_type.LNCaP.SRR1169710	AS_type.MCF10A.SRR2924724	AS_type.MCF10A.SRR2924725	AS_type.MCF10A.SRR2924726	AS_type.Melanocyte.SRR2146046	AS_type.Melanocyte.SRR2146047	AS_type.Melanocyte.SRR2146048	AS_type.Pancreatic_islet.SRR1027728	AS_type.Pancreatic_islet.SRR1027733	AS_type.Pancreatic_islet.SRR1027738	AS_type.SGBS_adipocyte.SRR1552539	AS_type.SGBS_adipocyte.SRR1552540	AS_type.SGBS_adipocyte.SRR1552541	AS_type.Spleen.SRR577599	AS_type.Spleen.SRR1045578	AS_type.Spleen.SRR1045614	AS_type.ZR75.30.SRR2126497	AS_type.ZR75.30.SRR3090767	AS_type.ZR75.30.SRR3090769	AS_type.melanoma.SRR1556217	AS_type.melanoma.SRR1556218	AS_type.melanoma.SRR1556219	Non.spliced.without.enhancer	Spliced.without.enhancer	Non.spliced.with.enhancer	Spliced.with.enhancer	Fisher.P.value	Odds.ratio	q_fdr	homologene	homolo_enhancer
ENSG00000065357	chr12_364	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	I	I	I	0	0	0	E	NA	NA	0	0	E	NA	E	E	0	0	0	0	0	NA	0	I	0	I	0	0	0	E	0	0	0	E	0	0	NA	I	0	E	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	E	E	0	0	0	I	I	0	0	0	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	I	I	I	NA	NA	0	9	1	0	10	0.00011907597046916	90	0.0350665502368291	1	1
ENSG00000162910	chr1_942	8	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	I	0	0	I	I	I	I	E	0	0	0	E	0	0	NA	E	0	0	I	0	I	0	NA	0	0	I	0	E	I	0	I	0	0	0	0	0	0	0	0	0	0	0	0	NA	I	0	0	E	0	0	E	E	E	E	0	0	E	E	E	I	I	0	0	0	I	0	0	0	E	0	0	E	E	E	0	0	0	0	0	0	0	E	I	14	2	3	13	0.00012563045019652	30.3333333333333	0.0354224409788145	1	1
ENSG00000006327	chr16_729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	NA	NA	NA	0	0	E	0	0	0	0	0	0	NA	0	0	E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E	NA	NA	0	NA	NA	NA	NA	NA	0	I	NA	E	0	0	E	NA	NA	E	0	E	0	0	NA	I	I	I	E	E	0	0	I	0	E	0	0	0	0	0	0	0	E	0	0	NA	0	0	I	0	I	I	11	1	0	7	0.000158767960625546	77	0.0362757416243058	1	1
ENSG00000172663	chr11_437	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	I	I	I	I	I	I	E	0	E	E	E	E	NA	E	0	0	0	E	0	E	NA	0	0	0	0	0	0	0	0	E	0	E	0	0	0	0	0	0	E	I	I	NA	0	I	0	E	NA	NA	NA	0	NA	0	0	NA	I	0	0	0	0	0	0	E	0	0	E	0	0	0	0	0	0	0	I	0	I	NA	0	0	I	0	0	14	4	0	9	0.00015255530129672	31.5	0.0362757416243058	1	1
ENSG00000165272	chr9_3	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	NA	0	0	I	0	0	0	0	0	0	0	E	E	NA	0	0	0	0	0	0	0	0	0	0	NA	0	I	0	I	0	0	0	E	NA	0	0	0	0	0	0	I	0	NA	NA	E	NA	0	NA	NA	E	0	0	0	0	0	0	E	0	0	0	0	I	I	I	0	I	0	0	0	0	0	E	E	0	0	0	E	E	E	NA	NA	NA	11	1	0	7	0.000158767960625546	77	0.0362757416243058	1	1
ENSG00000139436	chr12_454	5	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	I	I	I	I	I	E	0	E	0	0	0	NA	0	0	0	0	0	E	E	E	0	0	E	0	0	E	0	E	E	0	0	E	0	0	E	0	0	0	I	I	NA	NA	0	E	0	NA	NA	0	E	NA	0	0	E	0	0	0	I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0	0	0	13	1	1	8	0.000155410614422594	104	0.0362757416243058	1	1
ENSG00000072803	chr5_1322	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	0	I	E	0	0	0	0	E	E	E	E	0	I	0	0	0	0	NA	I	I	0	I	I	0	I	0	0	I	0	0	0	I	0	I	I	0	I	I	0	0	0	0	E	NA	0	E	0	E	0	0	E	E	E	E	0	0	0	0	I	I	0	E	E	0	0	0	0	0	0	E	NA	0	I	E	E	I	0	I	16	6	1	13	0.000136652104055499	34.6666666666667	0.0362757416243058	1	1
ENSG00000174516	chr11_416	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	NA	NA	0	0	0	I	0	0	NA	NA	NA	0	E	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	0	NA	NA	E	0	NA	E	NA	NA	0	0	NA	NA	0	E	E	NA	NA	0	NA	NA	0	0	NA	0	0	0	I	0	0	0	0	0	NA	NA	0	E	E	E	0	0	E	I	NA	NA	I	I	I	0	0	0	9	0	0	6	0.000199800199800199	54	0.0392187998347442	1	1
ENSG00000126456	chr19_709	9	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	I	I	0	I	I	0	0	E	0	E	E	0	NA	E	0	I	0	0	0	0	E	0	0	0	0	0	0	I	0	0	0	0	0	I	0	0	0	0	0	I	I	0	0	0	E	0	0	0	E	E	E	0	0	0	0	E	0	I	0	0	0	0	0	E	E	E	0	0	0	E	0	0	I	0	0	0	E	0	I	I	I	15	5	0	9	0.000199900049975012	27	0.0392187998347442	1	1
ENSG00000146223	chr6_1000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	E	E	0	0	0	0	0	0	0	0	0	E	E	E	NA	0	E	0	0	0	0	E	E	0	0	0	0	0	E	0	0	E	0	0	0	0	0	E	0	0	E	0	0	NA	E	E	E	0	NA	NA	0	0	NA	0	0	0	0	0	I	0	0	0	I	0	I	0	0	0	0	0	0	0	0	0	0	0	0	I	0	0	0	0	0	15	0	0	4	0.000257997936016512	60	0.039470154273604	1	1
ENSG00000146223	chr6_988	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	E	E	0	0	0	0	0	0	0	0	0	E	E	E	NA	0	E	0	0	0	0	E	E	0	0	0	0	0	E	0	0	E	0	0	0	0	0	E	0	0	E	0	0	NA	E	E	E	0	NA	NA	0	0	NA	0	0	0	0	0	I	0	0	0	I	0	I	0	0	0	0	0	0	0	0	0	0	0	0	I	0	0	0	0	0	15	0	0	4	0.000257997936016512	60	0.039470154273604	1	1
ENSG00000161800	chr12_333	10	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	NA	NA	NA	I	I	I	0	0	0	E	E	NA	0	0	0	NA	E	0	I	0	0	E	0	NA	I	I	0	I	I	0	NA	0	0	0	0	0	0	0	0	I	0	0	I	0	NA	0	0	0	0	NA	NA	E	E	0	0	0	0	E	0	0	E	E	E	0	NA	0	0	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	E	I	NA	I	I	I	9	1	2	13	0.000238928523354422	58.5	0.039470154273604	1	1
ENSG00000133895	chr11_376	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	E	I	I	0	I	I	I	0	0	0	0	0	0	NA	0	0	0	E	0	E	0	E	0	0	0	0	0	0	0	E	0	0	E	0	0	0	E	0	0	0	I	I	NA	0	0	0	0	0	0	E	0	0	I	I	E	0	0	0	I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E	E	E	E	I	I	0	12	2	1	10	0.000212680037690133	60	0.039470154273604	1	1
ENSG00000011422	chr19_1563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	NA	0	0	0	0	0	0	E	0	0	0	NA	0	0	E	NA	NA	0	0	NA	0	E	0	0	0	NA	0	0	0	0	NA	NA	0	0	NA	0	NA	NA	0	0	NA	E	0	E	E	NA	NA	E	0	E	0	0	NA	I	I	I	0	NA	NA	I	I	I	0	0	0	I	I	0	0	0	0	E	0	E	I	0	0	0	I	I	10	2	0	9	0.000221141088014154	45	0.039470154273604	1	1
ENSG00000163521	chr2_594	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	NA	NA	NA	0	0	0	I	I	0	0	NA	NA	E	0	0	NA	0	0	I	NA	NA	NA	NA	NA	0	I	NA	I	0	NA	0	NA	NA	0	NA	NA	0	0	NA	0	0	NA	0	I	NA	NA	0	NA	0	NA	NA	0	NA	NA	0	I	NA	E	E	0	I	E	0	0	I	0	0	E	E	0	NA	0	NA	NA	E	NA	NA	NA	NA	E	0	0	I	0	7	0	1	10	0.000251382604323781	70	0.039470154273604	1	1
ENSG00000112096	chr6_446	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	I	I	I	I	0	I	0	0	I	E	E	0	E	0	E	NA	E	E	0	0	I	0	I	0	0	0	I	0	0	0	0	0	I	0	0	0	0	0	0	0	0	0	I	I	NA	I	I	0	0	0	0	I	I	I	0	0	0	0	0	0	0	0	0	E	0	0	0	E	0	0	E	0	E	0	E	0	0	0	E	E	0	0	0	0	12	4	1	13	0.000229709706550235	39	0.039470154273604	1	1
ENSG00000156853	chr16_585	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	I	0	0	I	0	E	E	0	0	0	NA	0	0	E	NA	E	0	0	0	0	NA	0	NA	0	NA	0	I	I	0	I	0	0	0	0	0	0	0	0	I	0	0	E	E	NA	0	0	E	E	NA	NA	I	0	NA	E	E	NA	0	0	0	I	0	0	I	NA	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	NA	NA	0	I	I	10	2	0	9	0.000221141088014154	45	0.039470154273604	1	1
ENSG00000196998	chrX_161	8	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	I	I	I	E	0	0	0	0	E	NA	E	0	0	E	0	0	0	0	0	E	0	0	0	0	0	E	0	0	E	0	0	0	E	0	0	0	0	0	NA	0	0	0	0	0	0	E	0	E	0	0	E	0	0	0	I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	I	I	I	I	I	9	0	2	10	0.000221141088014154	45	0.039470154273604	1	1
ENSG00000158796	chr1_845	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	0	0	0	0	0	I	I	I	I	0	0	0	0	0	NA	I	0	0	0	0	0	0	0	E	E	0	E	E	0	E	0	0	0	I	0	E	0	0	E	0	0	I	I	NA	0	0	0	0	E	E	0	0	NA	I	I	0	0	I	0	I	0	I	E	E	E	0	0	0	0	E	0	0	0	0	0	E	E	E	E	E	0	0	0	18	6	0	8	0.00028550241008528	24	0.0403321793086528	1	1
ENSG00000165516	chr14_228	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	I	E	E	E	0	E	E	0	E	0	0	I	0	I	0	0	0	0	0	0	0	0	0	I	0	0	0	0	0	0	0	0	0	0	0	0	NA	I	0	0	E	0	NA	0	E	0	I	I	0	0	0	0	0	E	E	0	E	0	0	0	0	0	0	0	E	0	0	0	0	0	I	I	I	0	0	0	11	1	1	9	0.000289184499710815	99	0.0403321793086528	1	1
ENSG00000140905	chr16_1129	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	E	NA	0	0	0	0	0	0	0	0	E	0	0	0	0	NA	0	E	0	E	E	E	E	NA	0	0	E	0	0	E	0	0	E	0	0	E	0	0	E	0	0	E	I	I	0	0	0	0	0	NA	NA	E	E	0	0	0	0	0	0	I	0	0	0	0	0	I	E	NA	E	0	0	0	0	I	0	0	0	NA	NA	I	I	I	I	0	17	3	0	6	0.000364852538765582	34	0.0406304692749705	1	1
ENSG00000124588	chr6_242	3	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	I	I	I	I	0	I	I	I	0	0	0	0	E	E	E	NA	E	0	0	0	0	NA	NA	NA	NA	NA	NA	I	0	NA	I	NA	NA	NA	0	NA	0	0	0	I	0	NA	0	0	NA	0	0	E	0	NA	NA	E	E	0	0	0	E	0	0	E	0	E	E	0	0	NA	0	0	0	0	0	0	0	E	0	I	I	0	NA	NA	I	0	0	I	8	0	4	14	0.00031684562577011	28	0.0406304692749705	1	1
ENSG00000111665	chr12_255	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	NA	NA	NA	I	I	I	E	0	E	0	0	0	E	0	0	NA	E	E	I	I	I	I	I	0	0	0	0	0	0	0	0	I	0	0	I	I	0	0	0	0	0	I	I	I	NA	0	0	0	E	NA	NA	E	0	0	E	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	0	0	NA	0	E	E	0	0	0	7	0	3	14	0.000346716593856183	32.6666666666667	0.0406304692749705	1	1
ENSG00000196998	chrX_161	11	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	I	0	I	I	0	0	0	0	0	0	0	NA	0	0	0	E	E	E	E	E	0	0	E	0	0	0	0	E	E	0	E	E	0	0	E	0	0	E	0	0	NA	0	0	E	E	E	0	E	0	0	0	0	E	0	0	0	I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	I	I	I	14	0	3	7	0.000346716593856183	32.6666666666667	0.0406304692749705	1	1
ENSG00000116604	chr1_801	2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	I	I	I	I	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	E	0	0	0	0	0	0	E	0	0	E	0	0	E	0	0	0	I	I	NA	0	0	NA	0	NA	NA	E	E	NA	0	0	NA	0	0	0	0	0	0	E	0	0	0	0	0	I	0	0	E	NA	E	0	NA	NA	0	I	0	I	I	I	9	2	0	9	0.000333412717313647	40.5	0.0406304692749705	1	1
ENSG00000116604	chr1_779	2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	I	I	I	I	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	E	0	0	0	0	0	0	E	0	0	E	0	0	E	0	0	0	I	I	NA	0	0	NA	0	NA	NA	E	E	NA	0	0	NA	0	0	0	0	0	0	E	0	0	0	0	0	I	0	0	E	NA	E	0	NA	NA	0	I	0	I	I	I	9	2	0	9	0.000333412717313647	40.5	0.0406304692749705	1	1
