Ensembl.Gene.ID	Enhancer.grp	AE_nth	Fisher.P.value	Odds.ratio	q_fdr	homologene	homolo_enhancer
ENSG00000070731	chr17_1451	1	0.000582750582750582	42	0.0410287180970921	1	1
ENSG00000070731	chr17_601	1	0.000582750582750582	42	0.0410287180970921	1	1
ENSG00000163472	chr1_796	0	0.000552079499447923	81	0.0410287180970921	1	1
ENSG00000168610	chr17_447	3	0.000588908332211602	24.75	0.0410287180970921	1	1
ENSG00000168610	chr17_448	3	0.000588908332211602	24.75	0.0410287180970921	1	1
ENSG00000166803	chr15_612	1	0.00049095686760725	19.2	0.0410287180970921	1	1
ENSG00000142765	chr1_568	0	0.000644193604215141	49.5	0.0420534662219658	1	1
ENSG00000104904	chr19_230	0	0.000720692285436227	23.3333333333333	0.0421725472011202	1	1
ENSG00000115657	chr2_590	0	0.000714455822814955	35	0.0421725472011202	1	1
ENSG00000083838	chr19_814	0	0.000714455822814955	35	0.0421725472011202	1	1
ENSG00000089157	chr12_492	5	0.000671264112293402	14	0.0421725472011202	1	1
ENSG00000162300	chr11_376	0	0.000686498855835239	24.5	0.0421725472011202	1	1
ENSG00000196998	chrX_64	16	0.000699650174912541	21	0.0421725472011202	1	1
ENSG00000196998	chrX_65	16	0.000699650174912541	21	0.0421725472011202	1	1
ENSG00000196998	chrX_159	16	0.000678917507190678	24	0.0421725472011202	1	1
ENSG00000105221	chr19_59	2	0.000714455822814957	36	0.0421725472011202	1	1
ENSG00000163479	chr1_796	4	0.000665849386650279	27.1428571428571	0.0421725472011202	1	1
ENSG00000172794	chr17_577	2	0.000714455822814956	36	0.0421725472011202	1	1
ENSG00000173715	chr11_425	6	0.000714455822814956	40	0.0421725472011202	1	1
ENSG00000173715	chr11_423	6	0.000714455822814956	40	0.0421725472011202	1	1
ENSG00000186575	chr22_332	4	0.000746460431478603	49	0.043009102773715	1	1
ENSG00000063176	chr19_1083	3	0.00135448916408669	32.5	0.0435076660428773	1	1
ENSG00000127054	chr1_968	3	0.000874125874125875	54	0.0435076660428773	1	1
ENSG00000127054	chr1_983	3	0.000874125874125875	54	0.0435076660428773	1	1
ENSG00000127054	chr1_969	3	0.000874125874125875	54	0.0435076660428773	1	1
ENSG00000112655	chr6_77	1	0.000874125874125875	54	0.0435076660428773	1	1
ENSG00000128915	chr15_588	0	0.0013986013986014	36	0.0435076660428773	1	1
ENSG00000128915	chr15_591	0	0.0013986013986014	36	0.0435076660428773	1	1
ENSG00000113732	chr5_479	0	0.00118679050567595	72	0.0435076660428773	1	1
ENSG00000113732	chr5_351	0	0.00118679050567595	72	0.0435076660428773	1	1
ENSG00000187741	chr16_37	0	0.000982635617175932	36.6666666666667	0.0435076660428773	1	1
ENSG00000214193	chr1_603	1	0.000922838771135984	80	0.0435076660428773	1	1
ENSG00000169118	chr15_231	4	0.00134607618791224	21	0.0435076660428773	1	1
ENSG00000161800	chr12_333	1	0.00105123634535399	32	0.0435076660428773	1	1
ENSG00000177225	chr11_589	1	0.0009534706331045	22.75	0.0435076660428773	1	1
ENSG00000175662	chr17_993	5	0.00082815734989648	19.5	0.0435076660428773	1	1
ENSG00000175662	chr17_991	5	0.00082815734989648	19.5	0.0435076660428773	1	1
ENSG00000101294	chr20_159	3	0.00118577075098814	22.5	0.0435076660428773	1	1
ENSG00000101294	chr20_160	3	0.00118577075098814	22.5	0.0435076660428773	1	1
ENSG00000101294	chr20_291	3	0.00118577075098814	22.5	0.0435076660428773	1	1
ENSG00000172663	chr11_719	1	0.00133909653360454	29.25	0.0435076660428773	1	1
ENSG00000065357	chr12_374	2	0.00138128125744225	24	0.0435076660428773	1	1
ENSG00000105397	chr19_1288	1	0.00103199174406605	60	0.0435076660428773	1	1
ENSG00000105397	chr19_22	1	0.00135448916408669	32.5	0.0435076660428773	1	1
ENSG00000105397	chr19_1292	1	0.00103199174406605	60	0.0435076660428773	1	1
ENSG00000221926	chr17_975	1	0.00103199174406605	25.6666666666667	0.0435076660428773	1	1
ENSG00000138101	chr2_920	5	0.00113122171945701	31.5	0.0435076660428773	1	1
ENSG00000123815	chr19_585	3	0.0013986013986014	48	0.0435076660428773	1	1
ENSG00000138028	chr2_647	1	0.00126262626262626	35	0.0435076660428773	1	1
ENSG00000138028	chr2_413	1	0.00126262626262626	35	0.0435076660428773	1	1
ENSG00000185813	chr17_643	4	0.000780724188989097	39	0.0435076660428773	1	1
ENSG00000205336	chr16_369	4	0.0013986013986014	48	0.0435076660428773	1	1
ENSG00000205336	chr16_965	4	0.00139860139860139	49	0.0435076660428773	1	1
ENSG00000140853	chr16_359	5	0.00109333391067138	72	0.0435076660428773	1	1
ENSG00000166986	chr12_386	1	0.00128998968008256	56	0.0435076660428773	1	1
ENSG00000166986	chr12_1027	1	0.00128998968008256	56	0.0435076660428773	1	1
ENSG00000166986	chr12_1028	1	0.00128998968008256	56	0.0435076660428773	1	1
ENSG00000166986	chr12_119	1	0.00128998968008256	56	0.0435076660428773	1	1
ENSG00000128563	chr7_1330	1	0.000972590627763044	21.6	0.0435076660428773	1	1
ENSG00000196923	chr5_363	1	0.00133909653360454	32.5	0.0435076660428773	1	1
ENSG00000172269	chr11_1417	1	0.000874125874125875	54	0.0435076660428773	1	1
ENSG00000172269	chr11_787	9	0.000780724188989098	39	0.0435076660428773	1	1
ENSG00000172269	chr11_1418	1	0.000874125874125875	54	0.0435076660428773	1	1
ENSG00000118096	chr11_1415	0	0.00122549019607843	45	0.0435076660428773	1	1
ENSG00000118096	chr11_1417	0	0.00122549019607843	45	0.0435076660428773	1	1
ENSG00000118096	chr11_1412	0	0.00122549019607843	45	0.0435076660428773	1	1
ENSG00000118096	chr11_202	0	0.00122549019607843	45	0.0435076660428773	1	1
ENSG00000118096	chr11_1923	0	0.00122549019607843	45	0.0435076660428773	1	1
ENSG00000118096	chr11_1414	0	0.00122549019607843	45	0.0435076660428773	1	1
ENSG00000118096	chr11_3092	0	0.00122549019607843	45	0.0435076660428773	1	1
ENSG00000211445	chr5_334	0	0.000915014842809006	17.7777777777778	0.0435076660428773	1	1
ENSG00000111206	chr12_707	2	0.00130515387467556	17	0.0435076660428773	1	1
ENSG00000100413	chr22_772	3	0.00137362637362637	50	0.0435076660428773	1	1
ENSG00000204842	chr12_1242	8	0.00103199174406605	26.6666666666667	0.0435076660428773	1	1
ENSG00000204842	chr12_1242	7	0.00138128125744225	24	0.0435076660428773	1	1
ENSG00000204842	chr12_1248	8	0.00103199174406605	26.6666666666667	0.0435076660428773	1	1
ENSG00000204842	chr12_1248	7	0.00138128125744225	24	0.0435076660428773	1	1
ENSG00000173715	chr11_417	6	0.00138128125744225	24	0.0435076660428773	1	1
ENSG00000198198	chr1_634	0	0.00113122171945701	31.5	0.0435076660428773	1	1
ENSG00000196605	chr19_302	0	0.000969618616677441	45	0.0435076660428773	1	1
ENSG00000175463	chr11_437	0	0.0013986013986014	49	0.0435076660428773	1	1
ENSG00000124155	chr20_723	19	0.00137362637362637	50	0.0435076660428773	1	1
ENSG00000124155	chr20_704	19	0.00137362637362637	50	0.0435076660428773	1	1
ENSG00000124155	chr20_707	19	0.00137362637362637	50	0.0435076660428773	1	1
ENSG00000124155	chr20_206	19	0.00137362637362637	50	0.0435076660428773	1	1
ENSG00000196118	chr16_333	1	0.00149169715733183	42	0.0455306005352902	1	1
ENSG00000198089	chr22_193	5	0.00148252459465275	21	0.0455306005352902	1	1
ENSG00000124155	chr20_206	29	0.00150829562594268	30	0.0455306005352902	1	1
ENSG00000070718	chr8_289	4	0.00154798761609907	44	0.0460649579270669	1	1
ENSG00000065357	chr12_369	5	0.00154798761609907	24	0.0460649579270669	1	1
ENSG00000126456	chr19_718	7	0.00156022467235282	21	0.0460649579270669	1	1
ENSG00000087087	chr7_1302	4	0.00155614500442087	18	0.0460649579270669	1	1
ENSG00000087087	chr7_1292	4	0.00155614500442087	18	0.0460649579270669	1	1
ENSG00000165516	chr14_227	2	0.00154798761609907	44	0.0460649579270669	1	1
ENSG00000167130	chr9_436	1	0.00163398692810458	52	0.0468539888628084	1	1
ENSG00000167130	chr9_27	1	0.00163398692810458	52	0.0468539888628084	1	1
ENSG00000110395	chr11_547	0	0.00160305436924094	22.5	0.0468539888628084	1	1
ENSG00000139436	chr12_458	5	0.00160305436924094	22.5	0.0468539888628084	1	1
ENSG00000090857	chr16_1068	3	0.00168582375478927	16	0.0470143587972763	1	1
ENSG00000124155	chr20_723	15	0.00168582375478927	16	0.0470143587972763	1	1
ENSG00000124155	chr20_707	15	0.00168582375478927	16	0.0470143587972763	1	1
ENSG00000198598	chr12_515	0	0.00216450216450216	30	0.0470760420885109	1	1
ENSG00000084112	chr12_1216	2	0.00245098039215686	27.5	0.0470760420885109	1	1
ENSG00000084112	chr12_1212	2	0.00245098039215686	27.5	0.0470760420885109	1	1
ENSG00000084112	chr12_1220	2	0.00245098039215686	27.5	0.0470760420885109	1	1
ENSG00000100280	chr22_18	0	0.00281452293836195	18	0.0470760420885109	1	1
ENSG00000197713	chr2_579	6	0.00275197798417613	21.6666666666667	0.0470760420885109	1	1
ENSG00000143303	chr1_796	0	0.00250927167994951	17.875	0.0470760420885109	1	1
ENSG00000196118	chr16_333	2	0.0021671826625387	22	0.0470760420885109	1	1
ENSG00000101246	chr20_363	3	0.00275945618522008	30	0.0470760420885109	1	1
ENSG00000168679	chr1_2354	2	0.00226244343891403	27	0.0470760420885109	1	1
ENSG00000081760	chr12_1342	1	0.00237154150197628	20	0.0470760420885109	1	1
ENSG00000140905	chr16_1126	3	0.00191547582851931	21.25	0.0470760420885109	1	1
ENSG00000115355	chr2_434	18	0.00202064391390008	18	0.0470760420885109	1	1
ENSG00000217555	chr16_378	1	0.00212654583524177	14	0.0470760420885109	1	1
ENSG00000172830	chr11_444	0	0.00190521552750655	40	0.0470760420885109	1	1
ENSG00000177225	chr11_250	3	0.00275945618522008	29.3333333333333	0.0470760420885109	1	1
ENSG00000155926	chr8_333	8	0.00216450216450216	30	0.0470760420885109	1	1
ENSG00000101294	chr20_3	8	0.00244716351501669	16	0.0470760420885109	1	1
ENSG00000101294	chr20_160	1	0.00248240361683357	11.4	0.0470760420885109	1	1
ENSG00000101294	chr20_547	8	0.00244716351501669	16	0.0470760420885109	1	1
ENSG00000101294	chr20_291	1	0.00248240361683357	11.4	0.0470760420885109	1	1
ENSG00000101294	chr20_548	8	0.00244716351501669	16	0.0470760420885109	1	1
ENSG00000112855	chr5_1078	5	0.002711977344661	14	0.0470760420885109	1	1
ENSG00000112855	chr5_1075	5	0.002711977344661	14	0.0470760420885109	1	1
ENSG00000214063	chr11_3	3	0.00210084033613445	48	0.0470760420885109	1	1
ENSG00000101181	chr20_1069	2	0.00275197798417613	21.6666666666667	0.0470760420885109	1	1
ENSG00000101181	chr20_1041	2	0.00275197798417613	21.6666666666667	0.0470760420885109	1	1
ENSG00000101181	chr20_344	2	0.00275197798417613	21.6666666666667	0.0470760420885109	1	1
ENSG00000172663	chr11_451	1	0.0018381418166046	20	0.0470760420885109	1	1
ENSG00000065357	chr12_367	2	0.0021671826625387	22	0.0470760420885109	1	1
ENSG00000158773	chr1_2589	0	0.00208029956313709	19.5	0.0470760420885109	1	1
ENSG00000158773	chr1_5764	0	0.00208029956313709	19.5	0.0470760420885109	1	1
ENSG00000158796	chr1_845	1	0.00193236714975845	18.6666666666667	0.0470760420885109	1	1
ENSG00000158796	chr1_835	3	0.00281433070874265	14.6666666666667	0.0470760420885109	1	1
ENSG00000139546	chr12_352	0	0.00275945618522008	33	0.0470760420885109	1	1
ENSG00000139546	chr12_352	1	0.00250927167994951	16.5	0.0470760420885109	1	1
ENSG00000104852	chr19_689	2	0.00197424507560461	17.6	0.0470760420885109	1	1
ENSG00000138101	chr2_920	6	0.00271662648833197	16	0.0470760420885109	1	1
ENSG00000110811	chr12_235	3	0.00216450216450216	30	0.0470760420885109	1	1
ENSG00000074319	chr11_11	3	0.00190560600820366	13.0909090909091	0.0470760420885109	1	1
ENSG00000123815	chr19_589	3	0.00199800199800199	45	0.0470760420885109	1	1
ENSG00000123815	chr19_577	3	0.00199800199800199	45	0.0470760420885109	1	1
ENSG00000123815	chr19_577	1	0.00180598555211558	30	0.0470760420885109	1	1
ENSG00000175063	chr20_323	4	0.00190521552750655	40	0.0470760420885109	1	1
ENSG00000167508	chr16_438	3	0.00226244343891403	27	0.0470760420885109	1	1
ENSG00000185813	chr17_644	4	0.00252254677614753	18.3333333333333	0.0470760420885109	1	1
ENSG00000114316	chr3_559	3	0.00210084033613445	48	0.0470760420885109	1	1
ENSG00000112130	chr6_499	2	0.00210084033613445	48	0.0470760420885109	1	1
ENSG00000003402	chr2_310	2	0.0021978021978022	36	0.0470760420885109	1	1
ENSG00000184154	chr11_468	5	0.00195330611268152	19.5	0.0470760420885109	1	1
ENSG00000111665	chr12_236	1	0.0026702276500365	24	0.0470760420885109	1	1
ENSG00000162300	chr11_1079	0	0.00260869565217392	16.8	0.0470760420885109	1	1
ENSG00000162300	chr11_1078	0	0.00260869565217392	16.8	0.0470760420885109	1	1
ENSG00000162300	chr11_1074	0	0.00260869565217392	16.8	0.0470760420885109	1	1
ENSG00000162300	chr11_695	0	0.00213756898640462	34.6666666666667	0.0470760420885109	1	1
ENSG00000162300	chr11_1076	0	0.00260869565217392	16.8	0.0470760420885109	1	1
ENSG00000105327	chr19_2276	0	0.00275197798417613	21.6666666666667	0.0470760420885109	1	1
ENSG00000196998	chrX_161	16	0.00281433070874265	14.6666666666667	0.0470760420885109	1	1
ENSG00000196998	chrX_157	16	0.0016991504247876	26	0.0470760420885109	1	1
ENSG00000196998	chrX_346	9	0.00281452293836195	18	0.0470760420885109	1	1
ENSG00000196998	chrX_232	16	0.00219890054972513	16	0.0470760420885109	1	1
ENSG00000196998	chrX_162	16	0.00250927167994951	16.5	0.0470760420885109	1	1
ENSG00000163479	chr1_785	4	0.0025702849613475	10.8888888888889	0.0470760420885109	1	1
ENSG00000172269	chr11_787	0	0.00274725274725275	44	0.0470760420885109	1	1
ENSG00000110080	chr11_1462	2	0.00226244343891403	27	0.0470760420885109	1	1
ENSG00000110080	chr11_1459	2	0.00226244343891403	27	0.0470760420885109	1	1
ENSG00000110080	chr11_1452	2	0.00226244343891403	27	0.0470760420885109	1	1
ENSG00000110080	chr11_1463	2	0.00226244343891403	27	0.0470760420885109	1	1
ENSG00000110080	chr11_1456	2	0.00226244343891403	27	0.0470760420885109	1	1
ENSG00000126456	chr19_717	9	0.00281433070874265	14.6666666666667	0.0470760420885109	1	1
ENSG00000126456	chr19_1846	6	0.00274725274725275	44	0.0470760420885109	1	1
ENSG00000126456	chr19_709	6	0.00274725274725275	44	0.0470760420885109	1	1
ENSG00000124839	chr2_49	2	0.00226244343891403	27	0.0470760420885109	1	1
ENSG00000124839	chr2_1794	2	0.00226244343891403	27	0.0470760420885109	1	1
ENSG00000124839	chr2_1806	2	0.00226244343891403	27	0.0470760420885109	1	1
ENSG00000124839	chr2_1793	2	0.00226244343891403	27	0.0470760420885109	1	1
ENSG00000130299	chr19_1401	0	0.00245098039215686	27.5	0.0470760420885109	1	1
ENSG00000161847	chr19_1296	0	0.00278515400335295	15	0.0470760420885109	1	1
ENSG00000173715	chr11_417	5	0.00226244343891403	27	0.0470760420885109	1	1
ENSG00000160703	chr11_787	0	0.00216450216450216	36	0.0470760420885109	1	1
ENSG00000243989	chr3_906	2	0.00281452293836195	18	0.0470760420885109	1	1
ENSG00000243989	chr3_907	2	0.00281452293836195	18	0.0470760420885109	1	1
ENSG00000243989	chr3_903	2	0.00281452293836195	18	0.0470760420885109	1	1
ENSG00000124155	chr20_206	15	0.00218522317788473	17.5	0.0470760420885109	1	1
ENSG00000181027	chr19_1080	7	0.00245098039215686	27.5	0.0470760420885109	1	1
ENSG00000067836	chr16_764	2	0.00288998357963876	14.5714285714286	0.0470837102650227	1	1
ENSG00000067836	chr16_759	2	0.00288998357963876	14.5714285714286	0.0470837102650227	1	1
ENSG00000067836	chr16_754	2	0.00288998357963876	14.5714285714286	0.0470837102650227	1	1
ENSG00000067836	chr16_753	2	0.00288998357963876	14.5714285714286	0.0470837102650227	1	1
ENSG00000140983	chr16_463	3	0.00292906178489702	26	0.0472671241671542	1	1
ENSG00000156990	chr3_515	0	0.00309597523219813	20	0.0472671241671542	1	1
ENSG00000186575	chr22_571	4	0.00296442687747036	18.75	0.0472671241671542	1	1
ENSG00000186575	chr22_569	4	0.00296442687747036	18.75	0.0472671241671542	1	1
ENSG00000186575	chr22_18	4	0.00296442687747036	18.75	0.0472671241671542	1	1
ENSG00000114378	chr3_360	0	0.00299700299700299	40	0.0472671241671542	1	1
ENSG00000076067	chr12_1015	4	0.00309597523219813	20	0.0472671241671542	1	1
ENSG00000083838	chr19_90	0	0.00309597523219813	20	0.0472671241671542	1	1
ENSG00000083838	chr19_822	0	0.00309597523219814	21	0.0472671241671542	1	1
ENSG00000083838	chr19_1734	0	0.00309597523219813	20	0.0472671241671542	1	1
ENSG00000111665	chr12_239	2	0.00291169099218634	60	0.0472671241671542	1	1
ENSG00000163479	chr1_774	4	0.00297968634767977	9.6	0.0472671241671542	1	1
ENSG00000039650	chr19_717	4	0.00309597523219813	20	0.0472671241671542	1	1
ENSG00000189171	chr1_748	0	0.00291827613972992	9.8	0.0472671241671542	1	1
ENSG00000132004	chr19_362	0	0.002997002997003	40	0.0472671241671542	1	1
ENSG00000130731	chr16_473	1	0.00312151616499443	15	0.0473841147978307	1	1
ENSG00000116641	chr1_2199	3	0.0034965034965035	30	0.0487743835112257	1	1
ENSG00000173120	chr11_422	1	0.0034965034965035	30	0.0487743835112257	1	1
ENSG00000173120	chr11_451	1	0.0034965034965035	30	0.0487743835112257	1	1
ENSG00000173120	chr11_1113	1	0.0034965034965035	30	0.0487743835112257	1	1
ENSG00000173120	chr11_1126	1	0.0034965034965035	30	0.0487743835112257	1	1
ENSG00000173120	chr11_1121	1	0.0034965034965035	30	0.0487743835112257	1	1
ENSG00000173120	chr11_417	1	0.0034965034965035	30	0.0487743835112257	1	1
ENSG00000173120	chr11_1130	1	0.0034965034965035	30	0.0487743835112257	1	1
ENSG00000173120	chr11_1094	1	0.0034965034965035	30	0.0487743835112257	1	1
ENSG00000173120	chr11_1106	1	0.0034965034965035	30	0.0487743835112257	1	1
ENSG00000173120	chr11_1140	1	0.0034965034965035	30	0.0487743835112257	1	1
ENSG00000173120	chr11_1109	1	0.0034965034965035	30	0.0487743835112257	1	1
ENSG00000110395	chr11_553	0	0.0034324942791762	22	0.0487743835112257	1	1
ENSG00000110395	chr11_783	0	0.0034324942791762	22	0.0487743835112257	1	1
ENSG00000158796	chr1_834	0	0.00331386725991843	13.5	0.0487743835112257	1	1
ENSG00000141510	chr17_292	3	0.0034965034965035	30	0.0487743835112257	1	1
ENSG00000141510	chr17_309	3	0.0034965034965035	30	0.0487743835112257	1	1
ENSG00000141510	chr17_689	3	0.0034965034965035	30	0.0487743835112257	1	1
ENSG00000167508	chr16_437	3	0.00337309749074455	56	0.0487743835112257	1	1
ENSG00000163697	chr4_1518	3	0.00343249427917621	15.6	0.0487743835112257	1	1
ENSG00000054611	chr22_291	5	0.0034965034965035	30	0.0487743835112257	1	1
ENSG00000139644	chr12_563	2	0.00326574010784537	64	0.0487743835112257	1	1
ENSG00000138639	chr4_1661	0	0.0034965034965035	30	0.0487743835112257	1	1
ENSG00000089022	chr12_626	0	0.0034965034965035	30	0.0487743835112257	1	1
ENSG00000124067	chr16_388	4	0.00351483244552839	12	0.0488244859204845	1	1
ENSG00000211445	chr5_339	0	0.00351483244552839	12	0.0488244859204845	1	1
ENSG00000168610	chr17_771	0	0.00350877192982456	48	0.0488244859204845	1	1
ENSG00000179094	chr17_336	0	0.00361197110423117	20	0.0492954079024423	1	1
ENSG00000179094	chr17_325	0	0.00361197110423117	20	0.0492954079024423	1	1
ENSG00000179094	chr17_333	0	0.00361197110423117	20	0.0492954079024423	1	1
ENSG00000172663	chr11_727	2	0.00360748418360479	24	0.0492954079024423	1	1
ENSG00000135018	chr9_103	1	0.00361197110423117	20	0.0492954079024423	1	1
ENSG00000135018	chr9_648	1	0.00361197110423117	20	0.0492954079024423	1	1
ENSG00000135018	chr9_646	1	0.00361197110423117	20	0.0492954079024423	1	1
ENSG00000012061	chr19_649	1	0.00365700198848141	17	0.0498586320487198	1	1
